term	gobpid	organism	query_lists_id	direction	p.adjusted	oddsratio	x_labels	Odds_Ratio_Score
cardiolipin metabolic process	GO:0032048	S. cerevisiae	AMB only	Up	0.0246376133288004	6.15953177257525	S. cerevisiae AMB only	6.15953177257525
catabolic process	GO:0009056	C. neoformans	AMB only	Up	0.000301218503943693	1.52937859155077	C. neoformans AMB only	1.52937859155077
catabolic process	GO:0009056	C. neoformans	AMB + LF	Up	6.57138486442576e-05	1.55788177339901	C. neoformans AMB + LF	1.55788177339901
catabolic process	GO:0009056	S. cerevisiae	AMB only	Up	0.0137711163123817	1.31144900849858	S. cerevisiae AMB only	1.31144900849858
catabolic process	GO:0009056	S. cerevisiae	AMB + LF	Down	3.85221771911861e-07	1.6522892149207	S. cerevisiae AMB + LF	-1.6522892149207
cation homeostasis	GO:0055080	C. neoformans	AMB only	Up	0.013976051446476	1.9298778764064	C. neoformans AMB only	1.9298778764064
cation homeostasis	GO:0055080	C. neoformans	AMB + LF	Up	0.0108471639659581	1.95816506161334	C. neoformans AMB + LF	1.95816506161334
cation homeostasis	GO:0055080	S. cerevisiae	AMB only	Up	5.14747547773903e-05	2.3562574463231	S. cerevisiae AMB only	2.3562574463231
cation transmembrane transport	GO:0098655	C. neoformans	AMB only	Up	0.000901695091763749	2.04510084661355	C. neoformans AMB only	2.04510084661355
cation transmembrane transport	GO:0098655	C. neoformans	AMB + LF	Up	0.00913315815935078	1.79935600907029	C. neoformans AMB + LF	1.79935600907029
cation transmembrane transport	GO:0098655	S. cerevisiae	AMB only	Up	0.000230472764851832	2.20150563607085	S. cerevisiae AMB only	2.20150563607085
cation transmembrane transport	GO:0098655	S. cerevisiae	AMB + LF	Up	0.000319495154699275	2.27786382148798	S. cerevisiae AMB + LF	2.27786382148798
cation transport	GO:0006812	C. neoformans	AMB only	Up	0.000163846616921013	2.0829803619561	C. neoformans AMB only	2.0829803619561
cation transport	GO:0006812	C. neoformans	AMB + LF	Up	0.0189195586330104	1.64524991137894	C. neoformans AMB + LF	1.64524991137894
cation transport	GO:0006812	S. cerevisiae	AMB only	Up	4.02018129073379e-08	2.66944398271277	S. cerevisiae AMB only	2.66944398271277
cation transport	GO:0006812	S. cerevisiae	AMB + LF	Up	1.7885150399792e-05	2.325882734046	S. cerevisiae AMB + LF	2.325882734046
cell communication	GO:0007154	S. cerevisiae	AMB only	Up	2.4444179752764e-05	1.74056030233322	S. cerevisiae AMB only	1.74056030233322
cell cycle	GO:0007049	C. neoformans	AMB only	Down	0.0398988593076249	1.77072102976249	C. neoformans AMB only	-1.77072102976249
cell cycle	GO:0007049	C. neoformans	AMB + LF	Down	0.00570697828945693	1.9921875	C. neoformans AMB + LF	-1.9921875
cell cycle checkpoint	GO:0000075	C. neoformans	AMB only	Down	0.0148791786395994	3.67993468054705	C. neoformans AMB only	-3.67993468054705
cell cycle checkpoint	GO:0000075	C. neoformans	AMB + LF	Down	0.0275525637480045	3.17456972251493	C. neoformans AMB + LF	-3.17456972251493
cell cycle DNA replication	GO:0044786	S. cerevisiae	AMB only	Down	0.031817342189896	2.53694293557619	S. cerevisiae AMB only	-2.53694293557619
cell cycle process	GO:0022402	C. neoformans	AMB only	Down	0.0478919942313297	1.79341636129543	C. neoformans AMB only	-1.79341636129543
cell cycle process	GO:0022402	C. neoformans	AMB + LF	Down	0.00277290790864424	2.16898313464813	C. neoformans AMB + LF	-2.16898313464813
cell death	GO:0008219	C. neoformans	AMB + LF	Up	0.0492654935452224	2.28967468175389	C. neoformans AMB + LF	2.28967468175389
cell development	GO:0048468	S. cerevisiae	AMB only	Up	0.00399385315830484	2.11487124463519	S. cerevisiae AMB only	2.11487124463519
cell differentiation	GO:0030154	S. cerevisiae	AMB only	Up	0.0487488190545417	1.51895162554472	S. cerevisiae AMB only	1.51895162554472
cell division	GO:0051301	C. neoformans	AMB + LF	Down	0.0130072668425472	2.53310378156337	C. neoformans AMB + LF	-2.53310378156337
cell redox homeostasis	GO:0045454	C. neoformans	AMB only	Up	0.000529006431377375	4.00270700636943	C. neoformans AMB only	4.00270700636943
cell redox homeostasis	GO:0045454	C. neoformans	AMB + LF	Up	0.000108032735763085	4.44949017134448	C. neoformans AMB + LF	4.44949017134448
cell redox homeostasis	GO:0045454	S. cerevisiae	AMB + LF	Down	0.0022641627749476	4.17560610315454	S. cerevisiae AMB + LF	-4.17560610315454
cell wall integrity MAPK cascade	GO:0000196	S. cerevisiae	AMB only	Up	0.0134505848349533	21.9782971619366	S. cerevisiae AMB only	21.9782971619366
cell-abiotic substrate adhesion	GO:0036164	C. neoformans	AMB only	Up	0.0022226820504793	30.015037593985	C. neoformans AMB only	30.015037593985
cell-abiotic substrate adhesion	GO:0036164	C. neoformans	AMB + LF	Up	0.0451270152748476	10.4739978331528	C. neoformans AMB + LF	10.4739978331528
cell-substrate adhesion	GO:0031589	C. neoformans	AMB only	Up	0.00833700392956736	6.678391959799	C. neoformans AMB only	6.678391959799
cellular age-dependent response to reactive oxygen species	GO:0072353	C. neoformans	AMB + LF	Up	0.0189195586330104	Inf	C. neoformans AMB + LF	Inf
cellular alcohol biosynthetic process	GO:0044108	C. neoformans	AMB + LF	Down	0.0181247825536919	5.73869346733668	C. neoformans AMB + LF	-5.73869346733668
cellular alcohol biosynthetic process	GO:0044108	S. cerevisiae	AMB only	Down	0.000508777155593611	4.72252955852045	S. cerevisiae AMB only	-4.72252955852045
cellular alcohol biosynthetic process	GO:0044108	S. cerevisiae	AMB + LF	Down	0.00521023221537272	4.13950798990748	S. cerevisiae AMB + LF	-4.13950798990748
cellular alcohol metabolic process	GO:0044107	C. neoformans	AMB + LF	Down	0.0359114416263567	4.58492462311558	C. neoformans AMB + LF	-4.58492462311558
cellular alcohol metabolic process	GO:0044107	S. cerevisiae	AMB only	Down	0.00189332502303778	3.68365061590146	S. cerevisiae AMB only	-3.68365061590146
cellular alcohol metabolic process	GO:0044107	S. cerevisiae	AMB + LF	Down	0.00464207748654879	3.75661331086773	S. cerevisiae AMB + LF	-3.75661331086773
cellular aldehyde metabolic process	GO:0006081	C. neoformans	AMB only	Up	4.35115372291037e-06	4.89656364174978	C. neoformans AMB only	4.89656364174978
cellular aldehyde metabolic process	GO:0006081	C. neoformans	AMB + LF	Up	4.65791999510937e-06	4.80091564927858	C. neoformans AMB + LF	4.80091564927858
cellular amide catabolic process	GO:0043605	S. cerevisiae	AMB only	Up	0.0208012317882428	8.7953216374269	S. cerevisiae AMB only	8.7953216374269
cellular amide catabolic process	GO:0043605	S. cerevisiae	AMB + LF	Up	0.00740290699937433	11.8648068669528	S. cerevisiae AMB + LF	11.8648068669528
cellular amide metabolic process	GO:0043603	S. cerevisiae	AMB + LF	Up	1.60914815116412e-12	2.0148197492163	S. cerevisiae AMB + LF	2.0148197492163
cellular amine metabolic process	GO:0044106	S. cerevisiae	AMB + LF	Up	0.000351507019239172	4.42113959306991	S. cerevisiae AMB + LF	4.42113959306991
cellular amino acid biosynthetic process	GO:0008652	C. neoformans	AMB only	Up	0.0164436535225343	1.88273195876289	C. neoformans AMB only	1.88273195876289
cellular amino acid biosynthetic process	GO:0008652	C. neoformans	AMB + LF	Down	0.00168213794207379	3.48917828319883	C. neoformans AMB + LF	-3.48917828319883
cellular amino acid biosynthetic process	GO:0008652	S. cerevisiae	AMB only	Up	1.87623462622344e-20	6.14155999265021	S. cerevisiae AMB only	6.14155999265021
cellular amino acid biosynthetic process	GO:0008652	S. cerevisiae	AMB + LF	Up	2.01697400721748e-28	8.44042612839922	S. cerevisiae AMB + LF	8.44042612839922
cellular amino acid catabolic process	GO:0009063	C. neoformans	AMB only	Up	4.46233175949669e-06	4.03406772745818	C. neoformans AMB only	4.03406772745818
cellular amino acid catabolic process	GO:0009063	C. neoformans	AMB + LF	Up	0.00461529283162376	2.62649139478408	C. neoformans AMB + LF	2.62649139478408
cellular amino acid catabolic process	GO:0009063	S. cerevisiae	AMB only	Up	0.00800279602170266	2.54705508474576	S. cerevisiae AMB only	2.54705508474576
cellular amino acid catabolic process	GO:0009063	S. cerevisiae	AMB + LF	Up	0.0137228658160065	2.57869225442675	S. cerevisiae AMB + LF	2.57869225442675
cellular amino acid metabolic process	GO:0006520	C. neoformans	AMB only	Up	0.000126830170652825	1.99075688873387	C. neoformans AMB only	1.99075688873387
cellular amino acid metabolic process	GO:0006520	S. cerevisiae	AMB only	Up	3.13928452745244e-14	3.09218717576261	S. cerevisiae AMB only	3.09218717576261
cellular amino acid metabolic process	GO:0006520	S. cerevisiae	AMB + LF	Up	1.2951768808314e-29	5.16957147822633	S. cerevisiae AMB + LF	5.16957147822633
cellular aromatic compound metabolic process	GO:0006725	S. cerevisiae	AMB only	Down	2.69702904319419e-27	2.03762215058189	S. cerevisiae AMB only	-2.03762215058189
cellular biogenic amine biosynthetic process	GO:0042401	S. cerevisiae	AMB + LF	Up	0.00187154710061924	13.8571428571429	S. cerevisiae AMB + LF	13.8571428571429
cellular biogenic amine catabolic process	GO:0042402	C. neoformans	AMB only	Up	0.0222988757959759	7.49812030075188	C. neoformans AMB only	7.49812030075188
cellular biosynthetic process	GO:0044249	S. cerevisiae	AMB + LF	Up	9.4363500200065e-11	1.65871695360918	S. cerevisiae AMB + LF	1.65871695360918
cellular carbohydrate biosynthetic process	GO:0034637	S. cerevisiae	AMB only	Up	0.00208649875588035	2.57739352640545	S. cerevisiae AMB only	2.57739352640545
cellular carbohydrate catabolic process	GO:0044275	C. neoformans	AMB only	Up	0.00474658746955879	2.99597929936306	C. neoformans AMB only	2.99597929936306
cellular carbohydrate metabolic process	GO:0044262	C. neoformans	AMB only	Up	6.0502047878054e-08	2.89811574697174	C. neoformans AMB only	2.89811574697174
cellular carbohydrate metabolic process	GO:0044262	C. neoformans	AMB + LF	Up	1.39488104019152e-05	2.40430953129915	C. neoformans AMB + LF	2.40430953129915
cellular carbohydrate metabolic process	GO:0044262	S. cerevisiae	AMB only	Up	0.000115831294315791	2.04379441997063	S. cerevisiae AMB only	2.04379441997063
cellular catabolic process	GO:0044248	C. neoformans	AMB only	Up	0.00833700392956736	1.39723052739898	C. neoformans AMB only	1.39723052739898
cellular catabolic process	GO:0044248	C. neoformans	AMB + LF	Up	0.00149491915985364	1.46311604938272	C. neoformans AMB + LF	1.46311604938272
cellular catabolic process	GO:0044248	S. cerevisiae	AMB only	Up	0.0101989161070686	1.3382512765402	S. cerevisiae AMB only	1.3382512765402
cellular catabolic process	GO:0044248	S. cerevisiae	AMB + LF	Down	2.96603377764929e-05	1.5608227481435	S. cerevisiae AMB + LF	-1.5608227481435
cellular cation homeostasis	GO:0030003	C. neoformans	AMB only	Up	0.0413626814474901	1.77737288618118	C. neoformans AMB only	1.77737288618118
cellular cation homeostasis	GO:0030003	C. neoformans	AMB + LF	Up	0.0321185194690562	1.82667762900321	C. neoformans AMB + LF	1.82667762900321
cellular cation homeostasis	GO:0030003	S. cerevisiae	AMB only	Up	0.000147588382774073	2.36380762095048	S. cerevisiae AMB only	2.36380762095048
cellular chemical homeostasis	GO:0055082	S. cerevisiae	AMB only	Up	8.87299326560818e-06	2.39181404825577	S. cerevisiae AMB only	2.39181404825577
cellular component assembly	GO:0022607	S. cerevisiae	AMB only	Down	0.0140244721005839	1.31217326362957	S. cerevisiae AMB only	-1.31217326362957
cellular component biogenesis	GO:0044085	S. cerevisiae	AMB only	Down	4.38589724983902e-30	2.33862237903095	S. cerevisiae AMB only	-2.33862237903095
cellular component morphogenesis	GO:0032989	S. cerevisiae	AMB only	Up	0.0179040410901385	1.95254700854701	S. cerevisiae AMB only	1.95254700854701
cellular component organization	GO:0016043	S. cerevisiae	AMB + LF	Down	0.00354514411824616	1.2913744832278	S. cerevisiae AMB + LF	-1.2913744832278
cellular component organization or biogenesis	GO:0071840	S. cerevisiae	AMB only	Down	1.07246831899741e-16	1.73077332164156	S. cerevisiae AMB only	-1.73077332164156
cellular detoxification	GO:1990748	C. neoformans	AMB only	Up	3.08894489379591e-07	4.55613126079447	C. neoformans AMB only	4.55613126079447
cellular detoxification	GO:1990748	C. neoformans	AMB + LF	Up	8.55854971365905e-07	4.28970917225951	C. neoformans AMB + LF	4.28970917225951
cellular detoxification	GO:1990748	S. cerevisiae	AMB + LF	Down	0.0454249646366153	2.75546677880572	S. cerevisiae AMB + LF	-2.75546677880572
cellular detoxification of cadmium ion	GO:0098849	C. neoformans	AMB only	Up	0.0222988757959759	7.49812030075188	C. neoformans AMB only	7.49812030075188
cellular developmental process	GO:0048869	S. cerevisiae	AMB only	Up	0.0119865478022739	1.52574239713775	S. cerevisiae AMB only	1.52574239713775
cellular glucan metabolic process	GO:0006073	S. cerevisiae	AMB only	Up	0.00384997781640208	2.64016897081413	S. cerevisiae AMB only	2.64016897081413
cellular homeostasis	GO:0019725	C. neoformans	AMB only	Up	0.00107686174605373	1.94148780552674	C. neoformans AMB only	1.94148780552674
cellular homeostasis	GO:0019725	C. neoformans	AMB + LF	Up	0.000173391265810051	2.05744598479419	C. neoformans AMB + LF	2.05744598479419
cellular homeostasis	GO:0019725	S. cerevisiae	AMB only	Up	1.16846401582674e-05	2.18875930375667	S. cerevisiae AMB only	2.18875930375667
cellular hyperosmotic salinity response	GO:0071475	S. cerevisiae	AMB only	Up	0.0312339213092411	10.987061769616	S. cerevisiae AMB only	10.987061769616
cellular ion homeostasis	GO:0006873	C. neoformans	AMB only	Up	0.0354814603210166	1.77351720444504	C. neoformans AMB only	1.77351720444504
cellular ion homeostasis	GO:0006873	C. neoformans	AMB + LF	Up	0.0313731840655726	1.80103438157187	C. neoformans AMB + LF	1.80103438157187
cellular ion homeostasis	GO:0006873	S. cerevisiae	AMB only	Up	5.10802881420176e-05	2.38131304347826	S. cerevisiae AMB only	2.38131304347826
cellular iron ion homeostasis	GO:0006879	S. cerevisiae	AMB only	Up	0.00312762251435217	3.16326530612245	S. cerevisiae AMB only	3.16326530612245
cellular lipid biosynthetic process	GO:0097384	C. neoformans	AMB + LF	Down	0.0181247825536919	5.73869346733668	C. neoformans AMB + LF	-5.73869346733668
cellular lipid biosynthetic process	GO:0097384	S. cerevisiae	AMB only	Down	0.000508777155593611	4.72252955852045	S. cerevisiae AMB only	-4.72252955852045
cellular lipid biosynthetic process	GO:0097384	S. cerevisiae	AMB + LF	Down	0.00521023221537272	4.13950798990748	S. cerevisiae AMB + LF	-4.13950798990748
cellular lipid metabolic process	GO:0044255	S. cerevisiae	AMB + LF	Down	0.00150590273846033	1.73197000154631	S. cerevisiae AMB + LF	-1.73197000154631
cellular localization	GO:0051641	S. cerevisiae	AMB + LF	Down	0.0215077272356603	1.31847070308609	S. cerevisiae AMB + LF	-1.31847070308609
cellular macromolecule biosynthetic process	GO:0034645	S. cerevisiae	AMB + LF	Up	0.0193337134541725	1.25531083466965	S. cerevisiae AMB + LF	1.25531083466965
cellular macromolecule catabolic process	GO:0044265	S. cerevisiae	AMB + LF	Down	3.20697941541239e-07	1.999222999223	S. cerevisiae AMB + LF	-1.999222999223
cellular macromolecule localization	GO:0070727	S. cerevisiae	AMB + LF	Down	0.0227696262407698	1.36149230022504	S. cerevisiae AMB + LF	-1.36149230022504
cellular metabolic compound salvage	GO:0043094	S. cerevisiae	AMB + LF	Up	0.0395827028846281	3.11403914316536	S. cerevisiae AMB + LF	3.11403914316536
cellular metabolic process	GO:0044237	S. cerevisiae	AMB only	Down	2.25579805746038e-07	1.44982606954716	S. cerevisiae AMB only	-1.44982606954716
cellular metabolic process	GO:0044237	S. cerevisiae	AMB + LF	Up	0.0020432357679649	1.31875715504962	S. cerevisiae AMB + LF	1.31875715504962
cellular metal ion homeostasis	GO:0006875	S. cerevisiae	AMB only	Up	0.00029047275311876	2.62119850799096	S. cerevisiae AMB only	2.62119850799096
cellular nitrogen compound biosynthetic process	GO:0044271	S. cerevisiae	AMB + LF	Up	6.21863109575577e-07	1.51556776556777	S. cerevisiae AMB + LF	1.51556776556777
cellular nitrogen compound catabolic process	GO:0044270	S. cerevisiae	AMB only	Down	0.000394634016943311	1.86468745785065	S. cerevisiae AMB only	-1.86468745785065
cellular nitrogen compound metabolic process	GO:0034641	S. cerevisiae	AMB only	Down	5.92192989411258e-11	1.54300198472967	S. cerevisiae AMB only	-1.54300198472967
cellular nitrogen compound metabolic process	GO:0034641	S. cerevisiae	AMB + LF	Up	0.00187154710061924	1.30401791201099	S. cerevisiae AMB + LF	1.30401791201099
cellular oxidant detoxification	GO:0098869	C. neoformans	AMB only	Up	0.00015805699153019	6.30703422053232	C. neoformans AMB only	6.30703422053232
cellular oxidant detoxification	GO:0098869	C. neoformans	AMB + LF	Up	8.55854971365905e-07	10.0878712871287	C. neoformans AMB + LF	10.0878712871287
cellular oxidant detoxification	GO:0098869	S. cerevisiae	AMB only	Up	0.0325978777915708	2.80717180212554	S. cerevisiae AMB only	2.80717180212554
cellular polysaccharide biosynthetic process	GO:0033692	S. cerevisiae	AMB only	Up	0.0119762951475953	2.4248385794996	S. cerevisiae AMB only	2.4248385794996
cellular polysaccharide metabolic process	GO:0044264	S. cerevisiae	AMB only	Up	0.00456976402497664	2.33768564634092	S. cerevisiae AMB only	2.33768564634092
cellular process	GO:0009987	S. cerevisiae	AMB only	Down	4.17368561872627e-07	1.57157121460666	S. cerevisiae AMB only	-1.57157121460666
cellular process	GO:0009987	S. cerevisiae	AMB + LF	Down	0.0213077371893118	1.29191223526531	S. cerevisiae AMB + LF	-1.29191223526531
cellular protein catabolic process	GO:0044257	S. cerevisiae	AMB + LF	Down	4.44469619806539e-13	3.044290945695	S. cerevisiae AMB + LF	-3.044290945695
cellular protein localization	GO:0034613	S. cerevisiae	AMB + LF	Down	0.0189922549205251	1.38029671510321	S. cerevisiae AMB + LF	-1.38029671510321
cellular protein modification process	GO:0006464	S. cerevisiae	AMB + LF	Down	0.0364110445148428	1.31102565112889	S. cerevisiae AMB + LF	-1.31102565112889
cellular protein-containing complex assembly	GO:0034622	S. cerevisiae	AMB only	Down	0.00012284783286884	1.583792101955	S. cerevisiae AMB only	-1.583792101955
